current_path,proposed_release_path,workflow,status,tracked_in_initial_repository,file_size_bytes,generating_script,manuscript_use,zenodo_recommendation,recommendation_reason,dependencies,hard_coded_path_risk
figs/old_bayes_figs/residue_effect_on_volume_density_v1p7.jpeg,figures/legacy/residue_effect_on_volume_density_v1p7.jpeg,Bayes,superseded,True,97858,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/residue_effect_on_volume_density_v1p7p1.jpeg,figures/legacy/residue_effect_on_volume_density_v1p7p1.jpeg,Bayes,superseded,True,92783,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/residue_effect_on_volume_density_v1p7p4.jpeg,figures/legacy/residue_effect_on_volume_density_v1p7p4.jpeg,Bayes,superseded,True,91184,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/residue_effect_on_volume_density_v1p7p5.jpeg,figures/legacy/residue_effect_on_volume_density_v1p7p5.jpeg,Bayes,superseded,True,90441,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/residue_effect_on_volume_density_v1p8.jpeg,figures/legacy/residue_effect_on_volume_density_v1p8.jpeg,Bayes,superseded,True,90401,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/stir_effect_on_residue_density_v1p7p5.jpeg,figures/legacy/stir_effect_on_residue_density_v1p7p5.jpeg,Bayes,superseded,True,92850,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/stir_effect_on_residue_density_v1p8.jpeg,figures/legacy/stir_effect_on_residue_density_v1p8.jpeg,Bayes,superseded,True,92486,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/TSS_annual_load_modeled_only_v1p7.png,figures/legacy/TSS_annual_load_modeled_only_v1p7.png,Bayes,superseded,True,265564,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/TSS_annual_load_observed_only_v1p7.png,figures/legacy/TSS_annual_load_observed_only_v1p7.png,Bayes,superseded,True,143135,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/v1p7p5_post_STIR_effect_on_volume.jpg,figures/legacy/v1p7p5_post_STIR_effect_on_volume.jpg,Bayes,superseded,True,103897,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/v1p8_post_STIR_effect_on_volume.jpg,figures/legacy/v1p8_post_STIR_effect_on_volume.jpg,Bayes,superseded,True,104979,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/year_covariance_gp_v1p6.jpeg,figures/legacy/year_covariance_gp_v1p6.jpeg,Bayes,superseded,True,124661,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/year_covariance_gp_v1p7.jpeg,figures/legacy/year_covariance_gp_v1p7.jpeg,Bayes,superseded,True,126225,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/year_covariance_gp_v1p7p1.jpeg,figures/legacy/year_covariance_gp_v1p7p1.jpeg,Bayes,superseded,True,149000,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/year_covariance_gp_v1p7p4.jpeg,figures/legacy/year_covariance_gp_v1p7p4.jpeg,Bayes,superseded,True,138164,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/year_covariance_gp_v1p7p5.jpeg,figures/legacy/year_covariance_gp_v1p7p5.jpeg,Bayes,superseded,True,138094,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/year_covariance_gp_v1p8.jpeg,figures/legacy/year_covariance_gp_v1p8.jpeg,Bayes,superseded,True,162810,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/yearly_latent_deviations_v1p6.jpeg,figures/legacy/yearly_latent_deviations_v1p6.jpeg,Bayes,superseded,True,1468401,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/yearly_latent_deviations_v1p7.jpeg,figures/legacy/yearly_latent_deviations_v1p7.jpeg,Bayes,superseded,True,1436007,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/yearly_latent_deviations_v1p7p1.jpeg,figures/legacy/yearly_latent_deviations_v1p7p1.jpeg,Bayes,superseded,True,1306125,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/yearly_latent_deviations_v1p7p4.jpeg,figures/legacy/yearly_latent_deviations_v1p7p4.jpeg,Bayes,superseded,True,1308325,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/yearly_latent_deviations_v1p7p5.jpeg,figures/legacy/yearly_latent_deviations_v1p7p5.jpeg,Bayes,superseded,True,1330390,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/old_bayes_figs/yearly_latent_deviations_v1p8.jpeg,figures/legacy/yearly_latent_deviations_v1p8.jpeg,Bayes,superseded,True,1301828,code/stir-bayes-load2p1_nonneg.Rmd,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/annual_load_draws_bayes_v2p1.csv,results/bayes/v2p1/annual_load_draws_bayes_v2p1.csv,Bayes,final,True,13678775,code/stir-bayes-load2p1_nonneg.Rmd,Bayes methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/annual_load_summary_bayes_plus_observed_v2p1.csv,results/bayes/v2p1/annual_load_summary_bayes_plus_observed_v2p1.csv,Bayes,final,True,130871,code/stir-bayes-load2p1_nonneg.Rmd,Bayes methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/annual_load_summary_bayes_v2p1.csv,results/bayes/v2p1/annual_load_summary_bayes_v2p1.csv,Bayes,final,True,90930,code/stir-bayes-load2p1_nonneg.Rmd,Bayes methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/__pycache__/annual_load_bayes_vs_ml.cpython-310.pyc,code/comparison/annual_load_bayes_vs_ml.cpython-310.pyc,comparison,local-only,False,45612,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Python cache/bytecode is local and reproducible.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/__pycache__/annual_load_bayes_vs_ml.cpython-312.pyc,code/comparison/annual_load_bayes_vs_ml.cpython-312.pyc,comparison,local-only,False,85320,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Python cache/bytecode is local and reproducible.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/__pycache__/bayes_ml_postprocessing_v2p1.cpython-312.pyc,code/comparison/bayes_ml_postprocessing_v2p1.cpython-312.pyc,comparison,local-only,False,106188,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Python cache/bytecode is local and reproducible.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/annual_load_bayes_vs_ml.py,code/comparison/annual_load_bayes_vs_ml.py,comparison,active,True,68231,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
code/bayes_ml_postprocessing_v2p1.py,code/comparison/bayes_ml_postprocessing_v2p1.py,comparison,final,False,82192,See workflow documentation,comparison methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
docs/README_Bayes_vs_ML_WQ.md,docs/methods/README_Bayes_vs_ML_WQ.md,comparison,active,True,4127,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
